,brand_name,Ton,Electricity_Stars,ratings,no_of_ratings,discount_price,actual_price,more_inf0,image,link
159,Carrier,1.5,5,5.0,1,45990.0,79890.0,"['Smart', 'AI', 'Flexicool', 'Hybridjet,Wi-Fi,', 'Inverter', 'Split', 'AC', '(Copper,', 'Convertible', '6-in-1', 'with', 'Anti-Viral', 'G...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61SDvOFVSCL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Flexicool-Hybridjet-Convertible-Anti-Viral/dp/B0BV9RTMHF/ref=sr_1_166?qid=1679134245&s=kitchen&sr=1-166
160,LG,1,3,4.1,200,37890.0,75990.0,"['DUAL', 'Inverter', 'Split', 'AC', '(Copper,', 'Super', 'Convertible', '5-in-1', 'Cooling,', 'HD', 'Filter', 'with', 'Anti-Virus', 'Protection,', '20...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q12YNXE1/dp/B09NS6KFP1/ref=sr_1_167?qid=1679134245&s=kitchen&sr=1-167
161,AmazonBasics,1.5,4,3.4,11,27490.0,35990.0,"['Fixed', 'Speed', 'Window', 'AC', '(Copper,', 'Turbo', 'Cool,', 'Dust', 'Filter,', '2022', 'Model,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91toH3XDchL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-1-5-Ton-Air-Conditioner/dp/B08J8VQ5ZT/ref=sr_1_168?qid=1679134245&s=kitchen&sr=1-168
162,Panasonic,1.5,4,3.8,245,45990.0,66900.0,"['Wi-Fi', 'Inverter', 'Smart', 'Split', 'AC', '(Copper,', '7', 'in', '1', 'Convertible', 'with', 'additional', 'AI', 'Mode,', '4', 'Way', 'Swing,', 'n...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71c-Op0z-tL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-PU18YKY4W/dp/B0BRJK7K99/ref=sr_1_169?qid=1679134245&s=kitchen&sr=1-169
163,Blue,Star,Conditioner|2,3.8,245,53990.0,64000.0,"['3', 'Star|Fixed', 'Speed', 'Split', 'AC|Copper|FB324DNU|2022|White']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21qJTz3rqyL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Conditioner-Copper-FB324DNU/dp/B0BM9ZV94P/ref=sr_1_170?qid=1679134245&s=kitchen&sr=1-170
164,Godrej,1,5,3.9,121,34490.0,45900.0,"['Inverter', 'Split', 'Ac', '(Copper,', '2022', 'Model,', 'R290', 'Refrigerant,', 'Twin', 'Rotary', 'Compressor,', 'Ac', '1T', 'Gic', '12Tgc5', 'Wua,...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51TMRTxckaL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Inverter-12TGC5-refrigerant-Compressor/dp/B09FLZV82H/ref=sr_1_171?qid=1679134245&s=kitchen&sr=1-171
165,LG,1.5,3,4.2,886,35590.0,49990.0,"['Inverter', 'Window', 'AC', '(Copper,', '2020', 'Model,', 'JW-Q18WUXA1,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71C1YgTEg4L._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Window-JW-Q18WUXA1-Discharge/dp/B082TG8SP1/ref=sr_1_172?qid=1679134245&s=kitchen&sr=1-172
166,Nutricook,Air,"Mini,",4.0,1,5999.0,11999.0,"['Watts,', 'Digital', 'Display,', 'Tempered', 'Glass', 'Control', 'Panel,', 'Airfryer', 'with', '8', 'Preset', 'Programs', 'with', '...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51akb9rBceL._AC_UL320_.jpg,https://www.amazon.in/Nutricook-Tempered-Airfryer-Programs-function/dp/B0BSR2H19G/ref=sr_1_173?qid=1679134245&s=kitchen&sr=1-173
167,Hitachi,1,5,3.5,39,34000.0,49600.0,"['Inverter', 'Split', 'Ac', '(Copper,', 'Dust', 'Filter,', '2021', 'Model,', 'Rapg512Heea,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51gom9JKrNS._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Inverter-Copper-Filter-RAPG512HEEA/dp/B08Z48LF22/ref=sr_1_174?qid=1679134245&s=kitchen&sr=1-174
168,Voltas,1,4,3.9,209,39499.0,63990.0,"['Inverter', 'Split', 'AC(Copper,', '4-in-1', 'Adjustable', 'Mode,', 'Anti-dust', 'Filter,', '2023', 'Model,', '125V', 'DAZP,', 'White)']",https://m.media-amazon.com/images/I/51GPGlPhRCL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Invertor-Split-Ton-star/dp/B0B4BPMQGK/ref=sr_1_172?qid=1679134247&s=kitchen&sr=1-172
169,Voltas,2,2,3.7,55,37199.0,38090.0,"['Window', 'AC', '(Copper', '242LZH', 'White)']",https://m.media-amazon.com/images/I/61WuT9WV6tL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Star-rating-Window-White/dp/B07DB7HWZC/ref=sr_1_173?qid=1679134247&s=kitchen&sr=1-173
170,Blue,Star,Tr,3.8,245,40756.01,40756.01,"['Star', 'Fixed', 'Speed', 'Split', 'AC', '(Copper,', 'FA324DNU,', '2022,', 'White)']",https://m.media-amazon.com/images/I/21WQrs98j1L._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Fixed-Copper-FA324DNU/dp/B0BFB679KS/ref=sr_1_174?qid=1679134247&s=kitchen&sr=1-174
171,Daikin,1.8,5,5.0,4,62250.0,83900.0,"['Inverter', 'Split', 'AC', '(Copper,2022,FTKM60U,White)']",https://m.media-amazon.com/images/I/41zljqtpKgL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Split-Copper-FTKM60U/dp/B09SW8GVHT/ref=sr_1_175?qid=1679134247&s=kitchen&sr=1-175
172,Hitachi,1.5,3,3.8,207,41580.0,53900.0,"['Inverter', 'Split', 'AC', '(Copper,', 'Dust', 'Filter,', '2022', 'Model,', 'RSQG318HFEOZ1,', 'White)']",https://m.media-amazon.com/images/I/41AY1pk5oRL._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Inverter-Copper-Filter-RSQG318HFEOZ1/dp/B09WDSTF8T/ref=sr_1_176?qid=1679134247&s=kitchen&sr=1-176
173,LG,1.5,4,4.2,622,43890.0,59990.0,"['DUAL', 'Inverter', 'Split', 'AC', '(Copper,', 'Super', 'Convertible', '5-in-1', 'Cooling,', 'HD', 'Filter', 'with', 'Anti-Virus', 'Protection,', '...']",https://m.media-amazon.com/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q19RNYE/dp/B09NS5Y4BG/ref=sr_1_177?qid=1679134247&s=kitchen&sr=1-177
174,ONIDA,1,3,3.8,245,30990.0,40900.0,"['Inverter', 'Split', 'AC', '(Copper,', '2', 'Way', 'Swing,', 'Dust', 'Filter,', '2023', 'Model,', 'IR123DAS,', 'White)']",https://m.media-amazon.com/images/I/51cPuZQJD5L._AC_UL320_.jpg,https://www.amazon.in/ONIDA-Inverter-Copper-Filter-IR123DAS/dp/B0BQWYKD3P/ref=sr_1_178?qid=1679134247&s=kitchen&sr=1-178
175,Daikin,2.02,4,3.4,31,64990.0,86800.0,"['Inverter', 'Split', 'AC', '(Copper,', 'PM', '2.5', 'Filter,', '2022', 'Model', 'Model,', 'FTKL71U,', 'White)']",https://m.media-amazon.com/images/I/41H61ZFlBHL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKL71U/dp/B09R4QY15Z/ref=sr_1_179?qid=1679134247&s=kitchen&sr=1-179
176,Carrier,1,3,4.0,1,28990.0,39090.0,"['Fixed', 'Speed', 'Window', 'AC(Copper,High', 'Density', 'Filter', 'for', 'Dust', 'Filtration,', '2Way', 'Air', 'Directional', 'Control,', '2...']",https://m.media-amazon.com/images/I/717wB+IneGL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Density-Filtration-Directional-CAW12SC3R32F0/dp/B0BDG2MKQR/ref=sr_1_180?qid=1679134247&s=kitchen&sr=1-180
177,Hisense,1.0,5,3.9,192,32000.0,45990.0,"['Inverter', 'Split', 'AC', '(Copper,', 'PM', '2.5', 'Filter,', '2022', 'Model,', 'AS-12TC5RAM0', 'White)']",https://m.media-amazon.com/images/I/51h87m-hf-L._AC_UL320_.jpg,https://www.amazon.in/Hisense-Inverter-Copper-Filter-AS-12TC5RAM0/dp/B09WVMSWVV/ref=sr_1_181?qid=1679134247&s=kitchen&sr=1-181
178,Daikin,1.8,5,4.6,40,69979.0,92200.0,"['Inverter', 'Split', 'AC', '(Copper,', 'PM', '1.0', 'Filter,', '2022', 'Model', 'Model,', 'JTKJ60U,', 'White)']",https://m.media-amazon.com/images/I/418VQew9c-L._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-JTKJ60U/dp/B09R4RBQ5K/ref=sr_1_182?qid=1679134247&s=kitchen&sr=1-182
179,Blue,Star,Ton,3.8,245,35990.0,45000.0,"['Star', 'Inverter', 'Window', 'AC', '(Copper,', 'Inverter', 'Compressor', 'Technology,', 'Turbo', 'Cool,', 'Energy', 'Saver,', 'Multi', 'Senso...']",https://m.media-amazon.com/images/I/71HYJBEQ7tL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Compressor-Technology-WIB318LN/dp/B0BDMN5423/ref=sr_1_183?qid=1679134247&s=kitchen&sr=1-183
180,Hitachi,1,3,4.1,101,40756.01,40756.01,"['Window', 'AC', '(Copper,', 'Dust', 'Filter,', '2021', 'Model,', 'RAW312HEDO,', 'White)']",https://m.media-amazon.com/images/I/7139ds6YpuS._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Window-Copper-Filter-RAW312HEDO/dp/B08X78KWF9/ref=sr_1_187?qid=1679134247&s=kitchen&sr=1-187
181,Daikin,1.5,5,4.1,96,40756.01,40756.01,"['Dust', 'Filter', 'Window', 'AC', '(Copper,', 'FRWF50TV162,', 'White)']",https://m.media-amazon.com/images/I/7125Imt+0zL._AC_UL320_.jpg,https://www.amazon.in/Daikin-1-5-Ton-Star-Window/dp/B08BQHB8HD/ref=sr_1_188?qid=1679134247&s=kitchen&sr=1-188
182,O-General,1.5,3,3.5,11,50300.0,57900.0,"['Inverter', 'Split', 'Air', 'Conditioner', '(CPTA', 'Technology)', '-', 'White', '(ASGG18CPTB-B,', 'Copper', 'Condenser)']",https://m.media-amazon.com/images/I/61HcdgHcjpL._AC_UL320_.jpg,https://www.amazon.in/General-Inverter-Split-Conditioner-Technology/dp/B09GP7B7JW/ref=sr_1_189?qid=1679134247&s=kitchen&sr=1-189
183,Daikin,1.5,5,4.2,70,52979.0,71200.0,"['Inverter', 'Split', 'AC', '(Copper,', 'PM', '2.5', 'Filter,', '2022', 'Model,', 'FTKR50U,', 'White)']",https://m.media-amazon.com/images/I/41+OYtUdLNL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKR50U/dp/B09R4RSN2K/ref=sr_1_190?qid=1679134247&s=kitchen&sr=1-190
184,LG,1.5,3,4.3,234,44390.0,55990.0,"['Hot', 'and', 'Cold', 'Inverter', 'Split', 'AC-Ez', 'Clean', 'Filter', '(Copper,', 'LS-H18VNXD,', 'White)']",https://m.media-amazon.com/images/I/41Olm-0esmL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-Copper-LS-H18VNXD/dp/B07VQLLTR5/ref=sr_1_191?qid=1679134247&s=kitchen&sr=1-191
185,Blue,Star,Ton,4.1,259,37690.0,62000.0,"['Star', 'Convertible', '4', 'in', '1', 'Cooling', 'Inverter', 'Split', 'AC', '(Copper,', 'Multi', 'Sensors,', 'Stabalizer', 'Free', 'Operation,', 'Dus...']",https://m.media-amazon.com/images/I/51FETwYY9SL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Convertible-Stabalizer-IA512YNU/dp/B0BQWFW9RY/ref=sr_1_192?qid=1679134247&s=kitchen&sr=1-192
186,Whirlpool,1.5,3,3.8,245,34390.0,62300.0,"['Flexicool', 'Inverter', 'Split', 'AC', '(Copper,', 'Convertible', '4-in-1', 'Cooling', 'Mode,', 'HD', 'Filter', '2023', 'Model,', 'S3K2...']",https://m.media-amazon.com/images/I/51vyGNOskVL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Flexicool-Inverter-Convertible-Cooling/dp/B0BR5RST35/ref=sr_1_193?qid=1679134247&s=kitchen&sr=1-193
187,ThreeH,USB,Silent,4.0,1400,1219.0,1449.0,"['Air', 'Conditioner', 'Travel', 'Handheld', 'USB', 'Rechargeable', 'Fan', 'Air', 'Purifier', 'Humidifier', 'Cooling', 'Fan', 'F015,P...']",https://m.media-amazon.com/images/I/31c+t5O9dPL._AC_UL320_.jpg,https://www.amazon.in/ThreeH-Conditioner-Handheld-Rechargeable-Humidifier/dp/B07F19SGB7/ref=sr_1_194?qid=1679134247&s=kitchen&sr=1-194
188,LG,2.0,3,4.2,288,57900.0,85990.0,"['AI', 'DUAL', 'Inverter', 'Split', 'AC', '(Copper,', 'Super', 'Convertible', '6-in-1', 'Cooling,', '4', 'Way', 'Swing,', 'HD', 'Filter', 'with', 'Anti-Vi...']",https://m.media-amazon.com/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q24HNXE/dp/B09NS4BRK3/ref=sr_1_195?qid=1679134247&s=kitchen&sr=1-195
189,Panasonic,2.2,4,3.8,245,69990.0,87900.0,"['Inverter', 'Split', 'Smart', 'AC', '(Copper,', '7', 'in', '1', 'Convertible,', 'Twin', 'Cool', 'Inverter,', 'Wifi', 'enabled,', '4', 'Way', 'Swin...']",https://m.media-amazon.com/images/I/71SPDnTsMuL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-Purification-CS-CU-QU26ZKYF/dp/B0BRXPTPD5/ref=sr_1_196?qid=1679134247&s=kitchen&sr=1-196
190,OGeneral,AXGB18BAWA,Ton,3.2,12,45990.0,49470.0,"['Star', 'Window', 'AC', '(Copper,', 'Clean', 'Air', 'Filter,', '2021', 'White)']",https://m.media-amazon.com/images/I/71qDHOkwhXL._AC_UL320_.jpg,https://www.amazon.in/OGeneral-AXGB18BAWA-Window-Copper-Filter/dp/B09FZKSTKY/ref=sr_1_197_mod_primary_new?qid=1679134247&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-197
191,O-General,1,5,5.0,2,48900.0,55790.0,"['EFFICIENT', '&', 'TROPICAL', 'Inverter', 'Split', 'AC', '(Copper', 'Condenser,', 'ASGG12CGTB-B,', 'White)']",https://m.media-amazon.com/images/I/51hZ01R+lOL._AC_UL320_.jpg,https://www.amazon.in/General-EFFICIENT-TROPICAL-Condenser-ASGG12CGTB-B/dp/B09JGNFZ54/ref=sr_1_198?qid=1679134247&s=kitchen&sr=1-198
192,Haier,1.5,3,3.8,245,38190.0,67990.0,"['Intelli', 'Smart', 'Inverter', 'AC(Frost', 'Self', 'clean,', 'Intelli', 'Convertible', '7-in-1,', '2023', 'Model,', 'HSU18K-PYFR3BE1-I...']",https://m.media-amazon.com/images/I/518brnf3ScL._AC_UL320_.jpg,https://www.amazon.in/Haier-Intelli-Inverter-Convertible-HSU18K-PYFR3BE1-INV/dp/B0BSFQ4QQM/ref=sr_1_196?qid=1679134248&s=kitchen&sr=1-196
193,Voltas,1.5,Antibacterial,3.9,70,42890.0,67990.0,"['Heater,', 'Dehumidifier,', 'Remote', 'Control', 'Split', 'System', 'AC', '(Copper,', 'Hot', '&', 'Cold,', '18H', 'SZS,', 'W...']",https://m.media-amazon.com/images/I/51y7sRCFDsL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Hot-Cold-White/dp/B07G9JR8W8/ref=sr_1_197?qid=1679134248&s=kitchen&sr=1-197
194,Voltas,2,3,3.8,245,48990.0,81990.0,"['Fixed', 'Speed', 'Split', 'AC', '(Copper,', 'LED', 'Display,', 'Anti-dust', 'Filter,', '2023', 'Model,', '243', 'Vectra', 'Plus,', 'White)']",https://m.media-amazon.com/images/I/41M7ocgxanL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Anti-dust-243-Vectra-Plus/dp/B0BQR3D9V6/ref=sr_1_198_mod_primary_new?qid=1679134248&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-198
195,Mitsubishi,Heavy,1.6,3.7,13,58400.0,65000.0,"['3', 'Star', 'Non', 'Inverter', 'Split', 'AC', '(SRK20CSS-S6,', 'White)']",https://m.media-amazon.com/images/I/11txPtEgTwL._AC_UL320_.jpg,https://www.amazon.in/Mitsubishi-Heavy-Inverter-Split-SRK20CSS-S6/dp/B07PYYGK8R/ref=sr_1_199?qid=1679134248&s=kitchen&sr=1-199
196,Godrej,1,3,3.8,51,40756.01,40756.01,"['Inverter', 'Split', 'AC', '(Copper,', 'Anti-bacterial', 'filter', 'filter,', 'AC', '1T', 'GIC', '12TTC3-WUA', 'Split,', 'White)']",https://m.media-amazon.com/images/I/31lenJuVeAL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Inverter-Copper-Anti-bacterial-12TTC3-WUA/dp/B092DKYDW2/ref=sr_1_200?qid=1679134248&s=kitchen&sr=1-200
197,Voltas,1,3,5.0,1,31990.0,56990.0,"['Inverter', 'Split', 'AC(Copper,', '4-in-1', 'Adjustable', 'Mode,', 'Anti-dust', 'Filter,', '2023', 'Model,', '123V', 'Vectra', 'Pride,', 'Wh...']",https://m.media-amazon.com/images/I/416jlYa31FL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Adjustable-Inverter-Copper-VECTRA/dp/B0BBFWNK7G/ref=sr_1_201?qid=1679134248&s=kitchen&sr=1-201
198,Voltas,Split,AC,3.7,175,35550.0,58990.0,"['Ton', '3', 'Star', '(SAC', '183V', 'CZQ)']",https://m.media-amazon.com/images/I/41byRzlmZjL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Inverter-183V-CZQ/dp/B09G391BM1/ref=sr_1_202?qid=1679134248&s=kitchen&sr=1-202
199,Daikin,1,5,4.1,114,48479.0,67200.0,"['Inverter', 'Split', 'AC', '(Copper,', 'PM', '2.5', 'Filter,', '2022', 'Model,', 'FTKF35U,', 'White)']",https://m.media-amazon.com/images/I/41SPSdyvfML._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKF35U/dp/B09R8WNGCP/ref=sr_1_203?qid=1679134248&s=kitchen&sr=1-203
200,Panasonic,1.5,3,4.2,567,40756.01,40756.01,"['Window', 'AC', '(Copper,', 'PM', '2.5', 'Filter,', '2022', 'Model,', 'CW-LN182AM,', 'White)']",https://m.media-amazon.com/images/I/61E911ntaKL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Window-Copper-Filter-CW-LN182AM/dp/B09RPFQ8Z5/ref=sr_1_204?qid=1679134248&s=kitchen&sr=1-204
201,Daikin,2.02,4,5.0,1,66790.0,86800.0,"['Inverter', 'Split', 'AC', '(Copper,', 'PM', '2.5', 'Filter,', '2021', 'Model,', 'FTKL71UV,', 'White)']",https://m.media-amazon.com/images/I/51BeBWhPMJL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKL71UV/dp/B09RFZJLR3/ref=sr_1_205?qid=1679134248&s=kitchen&sr=1-205
202,Daikin,1.5,3,3.4,4,38340.0,55598.0,"['KATAI', 'Technology,', 'Fixed', 'Speed', 'Split', 'AC', '(Alloy,', 'PM', '2.5,', '2022,', 'FTL50UV16V7,', 'White)']",https://m.media-amazon.com/images/I/410ih0eEMfL._AC_UL320_.jpg,https://www.amazon.in/Daikin-KATAI-Technology-Fixed-FTL50UV16V7/dp/B09R8YQBM6/ref=sr_1_206?qid=1679134248&s=kitchen&sr=1-206
203,Carrier,1.5,3,2.5,3,39990.0,55990.0,"['Dura', 'Fresh', 'NEO', 'Split', 'AC', '(CAS18DF3N8F0,', 'White)']",https://m.media-amazon.com/images/I/715eL5D-URL._AC_UL320_.jpg,https://www.amazon.in/Carrier-1-5-Star-Split-White/dp/B079W9VWVF/ref=sr_1_207?qid=1679134248&s=kitchen&sr=1-207
204,Voltas,1,5,4.1,187,37999.0,55990.0,"['Inverter', 'Split', 'AC', '(Copper', 'SAC_125V_DZX', 'White)']",https://m.media-amazon.com/images/I/516pUFL1qyL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-Copper-SAC_125V_DZX/dp/B07P155R8P/ref=sr_1_211?qid=1679134248&s=kitchen&sr=1-211
205,Daikin,1.8,5,4.0,21,69979.0,88990.0,"['Inverter', 'Split', 'AC', '(Copper,', 'PM', '2.5', 'Filter,', '2022', 'Model,', 'FTKR60U,', 'White)']",https://m.media-amazon.com/images/I/41+OYtUdLNL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKR60U/dp/B09R4RMSHZ/ref=sr_1_212?qid=1679134248&s=kitchen&sr=1-212
206,Daikin,1.5,3,3.9,62,40756.01,40756.01,"['Dust', 'Filter', 'Window', 'AC', '(Copper,', '2020', 'FRWL50TV162,', 'White)']",https://m.media-amazon.com/images/I/61Kn2QYI1aL._AC_UL320_.jpg,https://www.amazon.in/Daikin-1-5-Ton-Star-Window/dp/B08BQBNGKW/ref=sr_1_213?qid=1679134248&s=kitchen&sr=1-213
207,Voltas,1.5,3,4.1,1832,40756.01,31750.0,"['Window', 'AC', '(Copper', '183CYA/183', 'CZP', 'White),', 'MEDIUM']",https://m.media-amazon.com/images/I/71VOrlTj3ML._AC_UL320_.jpg,https://www.amazon.in/Voltas-Window-183CYA-183-CZP/dp/B00NBM4LJ0/ref=sr_1_214?qid=1679134248&s=kitchen&sr=1-214
208,Haier,Wash,Inverter,4.6,3,30990.0,31490.0,"['AC', '(1.2', 'Ton,', '3', 'Star', 'Rating,', 'White),', 'HSU15Q-TCW3B(INV)']",https://m.media-amazon.com/images/I/51JkBY6hX5L._AC_UL320_.jpg,https://www.amazon.in/Haier-Inverter-Rating-HSU15Q-TCW3B-INV/dp/B09SP1K4LN/ref=sr_1_215?qid=1679134248&s=kitchen&sr=1-215
209,LG,1.5,4,4.4,563,43890.0,59990.0,"['Inverter', 'Split', 'AC', '(Copper,', 'Super', 'Convertible', '5-in-1', 'Cooling,', 'HD', 'Filter', 'with', 'Anti-Virus', 'Protection,', '2021', '...']",https://m.media-amazon.com/images/I/51lyOjfKhML._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-MS-Q18HNYA1/dp/B08R93PZK5/ref=sr_1_216?qid=1679134248&s=kitchen&sr=1-216
210,OGeneral,1.51066,3,3.8,245,52600.0,57900.0,"['Split', 'Inverter', 'Air', 'Conditioner', 'ASGA18CLWA-B,', 'White']",https://m.media-amazon.com/images/I/517vlOmWNJL._AC_UL320_.jpg,https://www.amazon.in/OGeneral-1-51066-Inverter-Conditioner-ASGA18CLWA-B/dp/B09WMTZH5C/ref=sr_1_217?qid=1679134248&s=kitchen&sr=1-217
211,Voltas,2,3,4.0,85,47770.0,72990.0,"['Inverter', 'Compressor', 'Split', 'AC', '(Copper,', 'SAC', '243V', 'SZS(R32),', 'White)']",https://m.media-amazon.com/images/I/41oKXckcdKL._AC_UL320_.jpg,https://www.amazon.in/Voltas-243V-SZS-Split-Inverter/dp/B089QD4PDH/ref=sr_1_218?qid=1679134248&s=kitchen&sr=1-218
212,FANCISUN,Portable,"Conditioner,Personal",3.8,245,40756.01,8980.0,"['Cooler', 'Misting', 'Fan', 'with', '3', 'Speeds,Mini', 'Air', 'Conditioner', 'with', 'Battery', 'Operate...']",https://m.media-amazon.com/images/I/51xoVYg8baL._AC_UL320_.jpg,https://www.amazon.in/FANCISUN-Portable-Conditioner-Personal-Humidifier/dp/B09YCVWQ2S/ref=sr_1_219?qid=1679134248&s=kitchen&sr=1-219
213,BENBOAR,Portable,Conditioner,3.3,24,40756.01,4969.0,"['Desktop', 'Air', 'Cooler', 'with', 'Automatic', 'Rotation', '&', 'Water', 'Tank', 'Evaporative', 'Humidifier,', 'Cold...']",https://m.media-amazon.com/images/I/71TqRhNY1yL._AC_UL320_.jpg,https://www.amazon.in/BENBOAR-Conditioner-Evaporative-Humidifier-Rechargeable/dp/B0B19GCFFK/ref=sr_1_220?qid=1679134248&s=kitchen&sr=1-220
214,LG,1.5,5,4.4,769,40756.01,40756.01,"['Wi-Fi', 'Inverter', 'Split', 'AC', '(Copper,', 'Convertible', '5-in-1', 'Cooling,', 'Anti-Allergy', 'Filter,', '2021', 'Model,', 'MS-Q18SWZ...']",https://m.media-amazon.com/images/I/511CwCjVTFL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-Anti-Allergy-MS-Q18SWZD/dp/B08R929LB6/ref=sr_1_221?qid=1679134248&s=kitchen&sr=1-221
215,LG,1.5,3,3.6,13,38790.0,55990.0,"['Antibacterial', 'Coating,', 'Dust', 'Filter,', 'Dehumidifier', 'Split', 'System', 'AC', '(Copper,', 'Inverter,', 'LS-Q18ENXA,', 'White)']",https://m.media-amazon.com/images/I/61Dq-mCshzL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-Copper-LS-Q18ENXA/dp/B088QJ97Z1/ref=sr_1_222?qid=1679134248&s=kitchen&sr=1-222
216,Voltas,2,5,3.0,4,57990.0,84990.0,"['Inverter', 'Split', 'AC', '(Copper', 'Condenser,', '245V', 'CAZZ,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61i4S8X7KCL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Condenser-245V-CAZZ/dp/B0B1BYQ8XP/ref=sr_1_220?qid=1679134249&s=kitchen&sr=1-220
217,O-General,2.0,5,3.2,7,77490.0,89470.0,"['Inverter', 'Split', 'Air', 'Conditioner', '-', 'White', '(ASGG24CETA-B,', 'Copper', 'Condenser)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61C4vZQ5jiL._AC_UL320_.jpg,https://www.amazon.in/General-Star-Inverter-Split-Conditioner/dp/B09GNL1CFV/ref=sr_1_221?qid=1679134249&s=kitchen&sr=1-221
218,Whirlpool,1.5,5,2.9,10,40756.01,40756.01,"['Inverter', 'Split', 'AC', '(Copper,', '1.5T', 'SUPREMECOOL', 'PRO', '5S', 'COPR', 'INV,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21bJqGmllpL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-1-5T-SUPREMECOOL-PRO-COPR/dp/B084MLV56V/ref=sr_1_222?qid=1679134249&s=kitchen&sr=1-222
219,LG,1.5,4,4.3,542,43890.0,59990.0,"['Inverter', 'Split', 'AC', '(Copper,', 'Convertible', '5-in-1', 'Cooling,', 'HD', 'Filter', 'with', 'Anti-Virus', 'Protection,', '2021', 'Model,...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51lyOjfKhML._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-MS-Q18KNYA1/dp/B08TCFWVQH/ref=sr_1_223?qid=1679134249&s=kitchen&sr=1-223
