,brand_name,Ton,Electricity_Stars,ratings,no_of_ratings,discount_price,actual_price,more_inf0,image,link
324,SPLIT,AC,1.0TR,3.8,245,38490.0,54600.0,"['KIYORA', '5100X', 'INVERTER', '-', 'R32', '-', 'RAPG512HFEO']",https://m.media-amazon.com/images/I/41AY1pk5oRL._AC_UL320_.jpg,https://www.amazon.in/SPLIT-AC-HITACHI-INVERTER-RAPG512HFEO/dp/B09WDT4NKV/ref=sr_1_331?qid=1679134254&s=kitchen&sr=1-331
325,Vestar,1.5,3,3.8,245,28000.0,29999.0,"['Window', 'AC', 'White', '(Copper', 'Condenser,', 'VAWKT183AMT)']",https://m.media-amazon.com/images/I/41pFNfGtfeL._AC_UL320_.jpg,https://www.amazon.in/Vestar-Window-Copper-Condenser-VAWKT183AMT/dp/B09J54HP5C/ref=sr_1_332?qid=1679134254&s=kitchen&sr=1-332
326,Voltas,1,3,3.9,7,40756.01,40756.01,"['Inverter', 'Split', 'AC', '(Copper,', '2022', 'Model,', '123V', 'ADQ', '(R32),', 'White)']",https://m.media-amazon.com/images/I/41JVvOMxBBL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-Copper-Model/dp/B09XVDH6N8/ref=sr_1_333?qid=1679134254&s=kitchen&sr=1-333
327,Voltas,Split,Conditioner,3.7,8,40999.0,69990.0,"['184V', 'DAZJ,', 'White']",https://m.media-amazon.com/images/I/41nkhawrx3L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Conditioner-184V-White/dp/B09WKMM7RN/ref=sr_1_334?qid=1679134254&s=kitchen&sr=1-334
328,Daikin,1.5,3,3.8,245,40390.0,47700.0,"['Inverter', 'Split', 'Ac', '(FTKL50,Red)']",https://m.media-amazon.com/images/I/21ISAVEipWL._AC_UL320_.jpg,https://www.amazon.in/DAIKIN-SPLIT-INVERTER-STAR-FTKL50/dp/B07LBRD6HN/ref=sr_1_335_mod_primary_new?qid=1679134254&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-335
329,Hitachi,1.5,5,3.7,130,40756.01,40756.01,"['Window', 'AC', '(RAW518KUD', 'New', 'Kaze', 'Plus', 'White)']",https://m.media-amazon.com/images/I/814PeethJHL._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Star-Window-RAW518KUD-White/dp/B00LHO9Y5K/ref=sr_1_336?qid=1679134254&s=kitchen&sr=1-336
330,Hitachi,1.5,3,3.6,23,40756.01,40756.01,"['Split', 'AC', '(Copper', 'RSNG318HEDO', 'white)']",https://m.media-amazon.com/images/I/61fkE7t7wwL._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Split-Copper-RSNG318HEDO-white/dp/B08WJ564NB/ref=sr_1_337?qid=1679134254&s=kitchen&sr=1-337
331,Samsung,Convertible,Inverter,4.1,416,46035.0,59990.0,"['AC', 'AR18AY5YBWK', '5.00kW', '(1.5', 'Ton)', '5', 'Star,', 'White', '(AR18AY5YBWKNNA)']",https://m.media-amazon.com/images/I/6106URXl+9L._AC_UL320_.jpg,https://www.amazon.in/Samsung-Convertible-Inverter-AR18AY5YBWK-AR18AY5YBWKNNA/dp/B097CHNP1F/ref=sr_1_338?qid=1679134254&s=kitchen&sr=1-338
332,Daikin,1.8,3,2.8,5,40756.01,40756.01,"['KATAI', 'Technology,', 'Fixed', 'Speed', 'Split', 'AC', '(Alloy,', 'Wipe', 'clean', 'flat', 'panel,', '2022,', 'FTQ60UV16U5,', 'White)']",https://m.media-amazon.com/images/I/41rj9QMlDlL._AC_UL320_.jpg,https://www.amazon.in/Daikin-KATAI-Technology-Fixed-FTQ60UV16U5/dp/B09R9RQZ9L/ref=sr_1_339?qid=1679134254&s=kitchen&sr=1-339
333,DAIKIN,FTHT50TV16,Ton,4.1,40,40756.01,40756.01,"['Star', 'Inverter', 'Split', 'AC', 'R32', 'Copper', 'Hot', '&', 'Cold']",https://m.media-amazon.com/images/I/51rMZRwlibL._AC_UL320_.jpg,https://www.amazon.in/DAIKIN-FTHT50TV16-Inverter-Split-Copper/dp/B083HYBWVX/ref=sr_1_340?qid=1679134254&s=kitchen&sr=1-340
334,Voltas,1.5,3,4.1,54,40756.01,37990.0,"['Inverter', 'Split', 'AC', '(Copper', 'SAC_183V_CZTT', 'White)']",https://m.media-amazon.com/images/I/61E9IMytVgL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-Copper-SAC_183V_CZTT/dp/B07P4HH3B6/ref=sr_1_341_mod_primary_new?qid=1679134254&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-341
335,Whirlpool,1.5,3,3.6,64,40756.01,40756.01,"['Inverter', 'Split', 'AC', '(1.5T', 'NITROCOOL', '3S', 'COPR,', 'White)']",https://m.media-amazon.com/images/I/71YSBppZMRL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-1-5T-NITROCOOL-3S-COPR/dp/B08WC4NR52/ref=sr_1_342?qid=1679134254&s=kitchen&sr=1-342
336,Portable,Air,USB,2.6,119,40756.01,9435.0,"['Mini', 'Air', 'Conditioner', 'with', '3-Speed,', 'Evaporative', 'Air', 'Cooler', 'with', 'Touch', 'Screen,', 'Porta...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/716gmWOgmVL._AC_UL320_.jpg,https://www.amazon.in/Portable-Conditioners-Personal-Conditioner-Evaporative/dp/B0B4DDDXL4/ref=sr_1_340?qid=1679134256&s=kitchen&sr=1-340
337,Voltas,1.5,3,3.9,7,35490.0,58990.0,"['Split', 'Inverter', 'AC', '-', 'White', '(183V', 'XAZX,', 'Copper', 'Condenser)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51G-zkH3f4L._AC_UL320_.jpg,https://www.amazon.in/Voltas-1-5-Star-Split-Inverter/dp/B09X5JLZP4/ref=sr_1_341?qid=1679134256&s=kitchen&sr=1-341
338,Daikin,1.5,4,5.0,2,40756.01,40756.01,"['Inverter', 'Split', 'AC', '(Copper,', 'PM', '2.5', 'Filter,', '2022', 'Model,', 'FTKN50U,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41jxCEdh9CL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKN50U/dp/B09R4S9Y7K/ref=sr_1_342?qid=1679134256&s=kitchen&sr=1-342
339,Comfee,1.5,3,4.1,120,39000.0,49990.0,"['Non-Inverter', 'Split', 'AC', '(OAS18EE3R39F0+OF183R3AC90,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/511IY0I9Z7L._AC_UL320_.jpg,https://www.amazon.in/Comfee-Split-Copper-OAS18EE3R39F0-OF183R3AC90/dp/B07N2WZFLZ/ref=sr_1_343?qid=1679134256&s=kitchen&sr=1-343
340,RISARYA,H20R1203,1PCS,4.0,4,199.0,499.0,"['TRANSISTOR', '20A', '1200V', 'REVERSE', 'CONDUCTING', 'HEATING', 'AND', 'WIDELY', 'USED', 'IN', 'INDUCTION', 'COOKER', 'T0247...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51IH9TYfcaL._AC_UL320_.jpg,https://www.amazon.in/RISARYA-H20R1203-TRANSISTOR-CONDUCTING-INDUCTION/dp/B0925R9BK2/ref=sr_1_344?qid=1679134256&s=kitchen&sr=1-344
341,Lloyd,1.0,3,3.8,245,40756.01,40756.01,"['Hot', '&', 'Cold', 'Inverter', 'Split', 'AC', 'With', 'Smart', '4-way', 'Swing', '(Copper,', '5-in-1', 'Variable', 'Capacity', 'Setting,', 'PM', '2.5...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/411EbUzCdfL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Inverter-Variable-Capacity-GLS12H3FWRHC/dp/B0BTX7PM4B/ref=sr_1_345?qid=1679134256&s=kitchen&sr=1-345
342,Blue,Star,Conditioner|1,3.8,245,40756.01,40756.01,"['Star|Inverter', 'Split', 'AC|Copper|Comfort', 'Sleep|IA512DNU|2022|White']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21ZP4zlcHwL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Conditioner-Inverter-IA512DNU/dp/B0BMB1FZ8K/ref=sr_1_346?qid=1679134256&s=kitchen&sr=1-346
343,Voltas,1,3,4.3,630,33490.0,59990.0,"['Split', 'Air', 'Conditioner', 'with', 'High', 'Ambient', 'Cooling.(123V', 'CZQ,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61JiAUPxQ0L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Conditioner-Cooling-123V-CZQ/dp/B097YQPMB5/ref=sr_1_347?qid=1679134256&s=kitchen&sr=1-347
344,Carrier,ESTRELLA,AC,3.5,8,37890.0,40990.0,"['Ton', '5', 'Star', 'Rating', 'White', 'Copper)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41HdR6t+MnL._AC_UL320_.jpg,https://www.amazon.in/Carrier-ESTRELLA-Window-Rating-Copper/dp/B01FZGBTBC/ref=sr_1_348?qid=1679134256&s=kitchen&sr=1-348
345,Whirlpool,Supreme,Xpand,2.3,3,40756.01,40756.01,"['5', 'Star', 'Inverter', 'Split', 'Air', 'Conditioner(41337)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/3152wa3gKyL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Supreme-Cool-Xpand-Conditioner/dp/B09XB4CRJ3/ref=sr_1_349?qid=1679134256&s=kitchen&sr=1-349
346,Samsung,1.5,3,3.7,88,39500.0,53200.0,"['Inverter', 'Split', 'AC', '(Alloy', 'AR18NV3HLTRStar', 'Flower', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61xQNSWHzqL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Split-AR18NV3HLTR-Flower/dp/B078RPNJZ2/ref=sr_1_350?qid=1679134256&s=kitchen&sr=1-350
347,Personal,Air,Portable,3.8,245,40756.01,7727.0,"['Mini', 'Air', 'Conditioner', 'for', 'Office', 'Dorm', 'Room,Small', 'AC', 'Desktop', 'Air', 'Cooler', 'Fan', 'with', 'Humid...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71yv+l447HL._AC_UL320_.jpg,https://www.amazon.in/Personal-Conditioners-Portable-Conditioner-Humidifier/dp/B0B4K3TYPW/ref=sr_1_351?qid=1679134256&s=kitchen&sr=1-351
348,Lloyd,1.5,3,3.0,1,40756.01,40756.01,"['Window', 'AC', '(Copper,', 'Clean', 'Air', 'Filter,', '2021', 'Model,', 'GLW18B32WCZZ,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71CVqAmROjL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Window-Copper-Filter-GLW18B32WCZZ/dp/B09VYFFYS8/ref=sr_1_355?qid=1679134256&s=kitchen&sr=1-355
349,Haier,2,1,4.0,43,39960.0,54900.0,"['Antibacterial', 'Coating,', 'Dust', 'Filter,', 'Dehumidifier', 'Split', 'System', 'AC', '(Copper,', '2020,', 'HSU22T-TFW1B,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51vrX2OSiyL._AC_UL320_.jpg,https://www.amazon.in/Haier-Split-Copper-HSU22T-TFW1B-White/dp/B085P8BMRF/ref=sr_1_356?qid=1679134256&s=kitchen&sr=1-356
350,Whirlpool,1.0,3,3.8,54,31290.0,38000.0,"['Split', 'AC', '(Copper,', '1.0T', 'MAGICOOL', 'ELITE', 'PRO', '3S', 'COPR,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71tCkpBFPlL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-1-0T-MAGICOOL-ELITE-COPR/dp/B07QKMTNW6/ref=sr_1_357?qid=1679134256&s=kitchen&sr=1-357
351,Carrier,18k,Star,3.8,245,40756.01,40756.01,"['Cxi', 'Hybridjet', 'Wi', 'fi', 'Inverter', 'R32', 'Split', 'Ac', '(224050077650', '-', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41w0p5dlpiL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Cxi-Hybridjet-Inverter-224050077650/dp/B0BG2FFTH5/ref=sr_1_358?qid=1679134256&s=kitchen&sr=1-358
352,Voltas,1.5,3,3.8,245,40756.01,40756.01,"['Split', 'Inverter', 'Air', 'Conditioner', '(183VXAZR)', 'White']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31sMuEj8MWL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Inverter-Conditioner-183VXAZR/dp/B0B1V1GZ9Q/ref=sr_1_359?qid=1679134256&s=kitchen&sr=1-359
353,LG,Super,Split,4.6,3,44990.0,75990.0,"['5-in-1,', '5', 'Star', '(1.5', 'TON)', 'with', 'Anti', 'Virus', 'protection', '2022', 'MODEL,(PS-Q19BNZE', 'WHITE)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/516t0QE0TvL._AC_UL320_.jpg,https://www.amazon.in/LG-Super-Convertible-protection-PS-Q19BNZE/dp/B09R232TMR/ref=sr_1_360?qid=1679134256&s=kitchen&sr=1-360
354,LG,1,3,4.0,1,36490.0,57990.0,"['Inverter', 'Split', 'AC', '(5-in-1', 'super', 'Convertible,', 'Anti-Virus', 'protection,', 'PS-Q12JNXE,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31GXp3kHDEL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-protection-PS-Q12JNXE/dp/B09RSDMZ1S/ref=sr_1_361?qid=1679134256&s=kitchen&sr=1-361
355,Godrej,1.5,3,3.7,59,40756.01,40756.01,"['Inverter', 'Split', 'AC', '(Copper', 'GIC', '18WTC3-WSB', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51Yf0UNmJSS._AC_UL320_.jpg,https://www.amazon.in/Godrej-Split-AC-GIC-18WTC3-WSB/dp/B07Q58HQY7/ref=sr_1_362?qid=1679134256&s=kitchen&sr=1-362
356,Daikin,1.5,3,3.6,68,42150.0,55600.0,"['Split', 'AC', '(FTL50TV16W4,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61yWm0nsxxL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Split-Alloy-FTL50TV16W4-White/dp/B07HFJ7YTT/ref=sr_1_363?qid=1679134256&s=kitchen&sr=1-363
357,LG,1.0,3,4.2,36,43003.0,54990.0,"['with', 'UV', 'Nano', 'Inverter', 'Split', 'AC', '(Copper,', 'Convertible', '5-in-1,', 'HD', 'Filter', 'with', 'Anti', 'Virus', 'protection,', '2021', 'M...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51lyOjfKhML._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-protection-MS-Q12UVXA/dp/B08R91G11C/ref=sr_1_364?qid=1679134256&s=kitchen&sr=1-364
358,Voltas,1.5,Inverter,3.8,245,40756.01,40756.01,"['Star', 'Split', 'AC', '(185V', 'DZZ,', 'R-32,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/315cDf8O4bL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-185V-DZZ/dp/B0BCL2M6PP/ref=sr_1_365?qid=1679134256&s=kitchen&sr=1-365
359,LG,1.0,5,3.8,245,40756.01,40756.01,"['AI', 'Convertible', '6-in-1', 'Air', 'Conditioner', '(PS-Q13JNZE,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31J3aBWsxML._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Conditioner-PS-Q13JNZE-White/dp/B09QSLQSPJ/ref=sr_1_366?qid=1679134256&s=kitchen&sr=1-366
360,Godrej,1.5,3,4.0,145,35850.0,52900.0,"['Inverter', 'Split', 'AC', '(Copper', 'GSC', '18', 'AMINV', '3', 'RWQM', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51NaMnmcFjS._AC_UL320_.jpg,https://www.amazon.in/Godrej-GSC-18-AMINV-RWQM/dp/B078GB9RNQ/ref=sr_1_364?qid=1679134257&s=kitchen&sr=1-364
361,LG,1,3,3.5,164,40756.01,36990.0,"['Inverter', 'Split', 'AC', '(JS-Q12CPXD,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71qhcBsZZbL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-JS-Q12CPXD-White/dp/B01N7RK47E/ref=sr_1_365?qid=1679134257&s=kitchen&sr=1-365
362,Whirlpool,1.5,3,4.4,26,40756.01,40756.01,"['Inverter', 'Split', 'AC', '(Copper,', '1.5T', 'FLEXICHILL', '3S', 'COPR', 'INVERTER,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51YOQcGoVqL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Inverter-Copper-FLEXICHILL-INVERTER/dp/B08TLWK5H5/ref=sr_1_366?qid=1679134257&s=kitchen&sr=1-366
363,LG,2.0,3,4.2,16,58990.0,74990.0,"['Inverter', 'Split', 'AC', '(Copper,', 'LS-Q24HNXA1,', 'White,', 'Low', 'Gas', 'Detection)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61oBNxWvthL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Copper-LS-Q24HNXA1-Detection/dp/B0845DPVYY/ref=sr_1_367?qid=1679134257&s=kitchen&sr=1-367
364,LG,1,3,3.9,77,37500.0,46990.0,"['Inverter', 'Split', 'AC', '(Copper,', 'KS-Q12YNXA,', 'White,', 'Himalaya', 'Cool)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41dzBhUVnHL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-Copper-KS-Q12YNXA/dp/B07M8N4HYJ/ref=sr_1_368?qid=1679134257&s=kitchen&sr=1-368
365,SPLIT,AC,1.5TR,3.8,245,48590.0,71900.0,"['KIYORA', '5100X', 'HP', 'INVERTER', 'HEATPUMP', '-', 'R410A', '-', 'RSRG517HEXA']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41AY1pk5oRL._AC_UL320_.jpg,https://www.amazon.in/SPLIT-AC-INVERTER-HEATPUMP-RSRG517HEXA/dp/B0BQZ8P5HX/ref=sr_1_369?qid=1679134257&s=kitchen&sr=1-369
366,Samsung,1,4,3.3,13,38900.0,53990.0,"['Windfree', 'Technology,', 'Inverter', 'Split', 'AC', '(Copper,', 'Convertible', '5-in-1', 'Cooling', 'Mode,', 'Tri', 'Care', 'Filter,', '202...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81cGjED7oaL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Windfree-Technology-Convertible-AR12BY4APWK/dp/B09TXRZ6NJ/ref=sr_1_370?qid=1679134257&s=kitchen&sr=1-370
367,Voltas,Split,Conditioner,3.2,9,36990.0,61990.0,[],https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51QEB4geSPL._AC_UL320_.jpg,https://www.amazon.in/Voltas-4503213-Split-Air-Conditioner/dp/B09TFQKSW3/ref=sr_1_371?qid=1679134257&s=kitchen&sr=1-371
368,Carrier,AC,18K,3.8,245,40756.01,40756.01,"['CXI', '4', 'Star', 'Inverter(CAI18DF4R31F0)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51qn65y998L._AC_UL320_.jpg,https://www.amazon.in/Carrier-Durafresh-CXI-Inverter-CAI18DF4R31F0/dp/B09Y4L7VX5/ref=sr_1_372?qid=1679134257&s=kitchen&sr=1-372
369,Voltas,183V,1.5,4.0,20,34540.0,40990.0,"['Window', '3', 'Star', 'Inverter', 'Ac,', 'Stainless', 'Steel,', 'White']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71DF-b6P+YL._AC_UL320_.jpg,https://www.amazon.in/Voltas-183V-ADA-Inverter-Stainless/dp/B08YF8F42K/ref=sr_1_373?qid=1679134257&s=kitchen&sr=1-373
370,LG,1.5,3,3.9,34,44990.0,67000.0,"['with', 'UV', 'Nano', 'Inverter', 'Split', 'AC', '(Copper,', 'Convertible', '5-in-1,', 'HD', 'Filter', 'with', 'Anti', 'Virus', 'protection,', '2021', 'M...']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51lyOjfKhML._AC_UL320_.jpg,https://www.amazon.in/Inverter-Copper-Convertible-protection-MS-Q18UVXA/dp/B08R92Q2J1/ref=sr_1_374?qid=1679134257&s=kitchen&sr=1-374
371,Godrej,1.5,3,3.5,47,40756.01,40756.01,"['Window', 'AC', '(Copper,', '2019', 'Model,', 'AC', '1.5T', 'GWC', '18UTC3-WSA,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41s-J3Ry8DL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Window-1-5T-GWC-18UTC3-WSA/dp/B07P87CKM8/ref=sr_1_375?qid=1679134257&s=kitchen&sr=1-375
372,Midea,1.5,3,5.0,1,50570.0,56190.0,"['Split', 'AC', '(Copper,', 'HD', 'Filter,', '2022', 'Model,', 'SANTIS', 'NEO+', 'CLS,', 'White']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/21416b1W0CL._AC_UL320_.jpg,https://www.amazon.in/Midea-Split-Copper-Filter-SANTIS/dp/B09SWBG7HK/ref=sr_1_379?qid=1679134257&s=kitchen&sr=1-379
373,Carrier,Estrella,24K,5.0,1,42120.0,51390.0,"['Star', 'Window', 'AC', 'with', 'Energy', 'Saver', 'Mode', '2', 'Ton']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61hJUkdRSLL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Estrella-Dx-Window-Energy/dp/B0BC49K17Y/ref=sr_1_380?qid=1679134257&s=kitchen&sr=1-380
374,Voltas,1,5,3.6,22,39000.0,57990.0,"['Inverter', 'Split', 'AC', '(Copper', '125V', 'DZV', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61D9vGKZ+6L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Copper-125V-DZV/dp/B079MD88PJ/ref=sr_1_381?qid=1679134257&s=kitchen&sr=1-381
375,Lloyd,1.5,3,3.7,68,40756.01,40756.01,"['Window', 'AC', '(LW19A3N', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81+9-QQwdRL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Star-Window-LW19A3N-White/dp/B00PU1BP3U/ref=sr_1_382?qid=1679134257&s=kitchen&sr=1-382
376,Carrier,Durawhite,CX,3.8,245,40756.01,40756.01,"['Ton', '3', 'Star', 'Split', 'AC', '(Copper', 'Condenser,', 'CAS18ES3R30F1,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Ho-yyjPUL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Durawhite-CX-Condenser-CAS18ES3R30F1/dp/B09Y23HNKJ/ref=sr_1_383?qid=1679134257&s=kitchen&sr=1-383
377,LG,1,3,5.0,5,35490.0,54990.0,"['Split', 'Dual', 'Inverter', 'AC', '-', 'White', '(MS-Q12ENXA,', 'Copper', 'Condenser)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31D1bUrYZbL._AC_UL320_.jpg,https://www.amazon.in/LG-Star-Split-Dual-Inverter/dp/B09DGP2PV5/ref=sr_1_384?qid=1679134257&s=kitchen&sr=1-384
378,Whirlpool,1.5,3,3.6,49,40756.01,40756.01,"['Inverter', 'Split', 'AC', '(Copper,', '1.5T', 'MAGICOOL', 'PRO', '3S', 'COPR', 'INVERTER,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51NS0D3V5vL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-1-5T-MAGICOOL-PRO-COPR/dp/B07P9SYBTC/ref=sr_1_385?qid=1679134257&s=kitchen&sr=1-385
379,Haier,Frost,Inverter,3.8,245,37600.0,38490.0,"['AC', '(1', 'Ton,', '5', 'Star', 'Rating,', 'White),', 'HSU13E-TXS5B(INV)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41eRBv7JOWL._AC_UL320_.jpg,https://www.amazon.in/Haier-Inverter-Rating-HSU13E-TXS5B-INV/dp/B09SP6LHBF/ref=sr_1_386?qid=1679134257&s=kitchen&sr=1-386
380,Voltas,1.5,Inverter,3.6,7,36775.0,59900.0,"['Star', 'Split', 'AC', '(183V', 'DZZ,', 'R-32,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/3176vrFLRnL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-183V-DZZ/dp/B09BDQQLNY/ref=sr_1_387?qid=1679134257&s=kitchen&sr=1-387
381,TOSHIBA,1,3,3.3,41,40756.01,40756.01,"['Inverter', 'Split', 'AC', '(Copper,', 'RAS-13BKCV-IN+RAS-13BACV-IN,', 'Gloss', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61VptsrTEkL._AC_UL320_.jpg,https://www.amazon.in/Toshiba-Inverter-Copper-RAS-13BKCV-RAS-13BACV/dp/B07NX1T2WQ/ref=sr_1_388?qid=1679134257&s=kitchen&sr=1-388
382,OGeneral,CPTB,Ton,5.0,1,40000.0,44210.0,"['Star', 'Inverter', 'Split', 'AC', '(Copper', 'Condenser,', 'ASGG12CPTB-B,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/419WUQS5wjL._AC_UL320_.jpg,https://www.amazon.in/OGeneral-Inverter-Copper-Condenser-ASGG12CPTB-B/dp/B09GBGX8C7/ref=sr_1_389?qid=1679134257&s=kitchen&sr=1-389
383,Carrier,1.5,3,4.1,32,39890.0,59990.0,"['Inverter', 'Split', 'AC', '(Durafresh', 'Neo', 'X,', 'CAI18DN3R39F0,', 'White)']",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/611Aa+HXTLL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Inverter-Copper-Durafresh-CAI18DN3R39F0/dp/B07P81JG5N/ref=sr_1_390?qid=1679134257&s=kitchen&sr=1-390
384,Godrej,1.5,3,4.0,51,40756.01,40756.01,"['Split', 'AC', '(Copper', 'GSC', '18', 'RGN', '3', 'CWQR', 'White)']",https://m.media-amazon.com/images/I/41KBiugyQES._AC_UL320_.jpg,https://www.amazon.in/Godrej-GSC-18-RGN-CWQR/dp/B079MDCHZ2/ref=sr_1_388?qid=1679134258&s=kitchen&sr=1-388
385,Voltas,Split,Conditioner,5.0,1,39489.0,71990.0,"['185V', 'CAZZ,', 'White,', '(4503222)']",https://m.media-amazon.com/images/I/61a-F8WxWOL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Conditioner-White-4503222/dp/B09W5K2L16/ref=sr_1_389?qid=1679134258&s=kitchen&sr=1-389
